volume,nr_RG,abbreviation,gold,system,verdict,step,candidate_miss,candidates,verdict_once,expansion_once,context
2,2411,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,Novacuria d. dioc. 1 dec. 1400 L 90 101
2,5209,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,s. Andree indulg. 21 dec. 1400 L 90 273
2,5443,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,in Esterhusin indulg. 28 dec. 1401 L 100 115
2,5697,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,Halberstad. dioc. indulg. 10 dec. 1391 L 24 242
4,1253,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,dioc. de indulg. 15 dec. 1429 S 249 246
4,1399,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,ab ipsa fundato 11 dec. 1421 S 158 182
4,1421,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,Misnen. dioc. indulg. 3 dec. 1421 L 222 217
4,2980,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,Clare Bamberg. dioc. 20 dec. 1421 S 160 61
4,2980,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,monachis supradd. mon. 20 dec. 1417 S 108 47
4,2980,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,pro Vetericiv. Brandenburg. 30 dec. 1429 S 258 217
4,2980,dec.,dec.,december,no_gold_label,step 2 (candidates),yes,decanatus; decanus; december,no_gold_label,dec.,Cist. Bamberg. dioc. 20 dec. 1421 S 159 7
5,7397,dec.,dec.,decanus,no_gold_label,step 2 (candidates),yes,decanatus; decanus,no_gold_label,dec.,card. legati conc. erat dec. Osnaburg. l. b. mai.
8,4669,dioc.,dioc.,diocesis,no_gold_label,step 1 (rule),"","",no_gold_label,diocesis,s. Thome martir. N. dioc. conf. sent. laudi s.
4,1307,e.,e.,expectatione,no_gold_label,step 1 (rule),"","",no_gold_label,expectatione,gen. de benef. s. e. p. pro Frederico Clepe
4,1307,e.,e.,expectatione,no_gold_label,step 1 (rule),"","",no_gold_label,expectatione,dioc. de benef. s. e. p. pro Thoma de
2,370,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Albertus aep. etc. Magdeburg et cives civ.
2,370,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,accedentes aurum et argentum etc. rapuerunt et Michaelem de
2,913,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,L 10 231 procons. etc. op. Halberstad. dioc. m.
2,913,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Brunswic procons. etc. op. Halberstad. dioc. privil.
2,913,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,79 224 mensa dec. etc. eccl. s. Blasii Halberstad.
2,913,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,1390 R 103 procons. etc. op. Halberstad. dioc. revoc.
2,913,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,L 12 139 procons. etc. op. Halberstad. dioc. m.
2,2495,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,op. Bremen. dioc. procons. etc. de alt. port. pro
2,2495,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,op. Bremen. dioc. procons. etc. de alt. port. in
2,6133,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Novacella abb. etc. mon. o. Cist. Misnen.
2,6133,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,L 91 95 abb. etc. mon. o. Cist. Misnen.
2,6133,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,L 100 260 abb. etc. mon. o. Cist. Misnen.
2,7829,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,donata p. priorem provincialem etc. o. herem. s. Aug.
4,277,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,169 264 v. magistra etc. mon. in A. o.
4,2980,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,expulsionem excom. pro consul. etc. Noveciv. Brandenburg. de indulg.
4,2980,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Brandenburg. sup. electione vicarii etc. 30 apr. 1428 S
4,2980,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,253 v. et proconsules etc. op. Nouwen. Brandenburg. dioc.
4,2980,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Agneta sorore sua abba. etc. mon. curie Regnitz o.
4,3100,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Merseburg. presentatis p. rect. etc. studii Liptzen. conferantur 20
4,3100,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Thuringie et marchio Misnen. etc. et Katherina uxor de
4,3877,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Gronhagen abb. etc. mon. s. Nicolai o.
4,11069,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Cist. Merseburg. dioc. abba. etc. de conf. incorp. par.
4,14862,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,esu carnium pro abb. etc. o. s. Ben. et
4,14862,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,carnium conserv. pro prep. etc. eccl. in castro Aldenburg
4,14862,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,dioc. de conf. indulg. etc. concessarum p. Bonifatium IX
5,6853,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,2000 fl. ab abb. etc. mon. Celle s. Marie
5,6853,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,ducibus ac marchionibus Misnen. etc. supplic. de indulg. ad
5,6853,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,val. Johannes Hofemann ep. etc. eccl. M. cuius mensa
5,7372,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,quo processu ipsi dec. etc. appellaverunt de revoc. d.
5,7372,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,quo processu ipsi dec. etc. appellaverunt dec. et capit.
5,8513,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,d. ord. et proconsulum etc. 18 nov. 1438 S
6,5255,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,434 97 rs. dec. etc. eccl. s. Nicolai Halberstad.
6,5255,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,26 193 vs. dec. etc. eccl. s. Nicolai Halberstad.
6,5255,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,434 97 v. dec. etc. eccl. s. Nicolai Halberstad.
6,5255,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,434 97 r. dec. etc. eccl. s. Nicolai Halberstad.
7,432,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Choryn Abb. etc. mon. o. Cist. Brandenburg.
7,2477,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Quedelingborch Abba. etc. mon. monial. in Muntzinseberge
7,2487,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,502 53 rs. Abb. etc. mon. ss. Petri et
7,2487,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Regalis Lutter Abb. etc. mon. ss. Petri et
8,324,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Aschersleven Asscherleven. Prep. etc. mon. monial. b. Marie
8,547,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Brun wic. Brunswicen. Prep. etc. eccl. s. Ciriaci e.
8,547,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,A 24 r. Abb. etc. mon. s. Egidii R.
8,2974,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Johannesabb. etc. mon. s. Nicolai in
8,4669,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,537 226 r. Prep. etc. eccl. N. de statuendo
8,4669,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Nuemburg. Prep. etc. eccl. N. de conserv.
8,4669,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,537 226 rs. Abb. etc. mon. s. Thome martir.
8,5760,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Weymelburg Abb. etc. mon. s. Ciriaci in
9,6302,etc.,etc.,etc.,no_gold_label,"","","",no_gold_label,etc.,Nuemburg. dioc. supplic. abb. etc. mon. s. Georgii in
2,913,fact.,fact.,factus,no_gold_label,step 1 (rule),"","",no_gold_label,factus,a Bonifatio VIII papa fact. 7 mai. 1400 L
2,370,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Ballionibus de Perusia 10 febr. 1397 V 315 187
2,2411,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,o. Misnen. dioc. 26 febr. 1400 L 80 88
2,2411,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,fundatum celebrandis intersunt 7 febr. 1403 L 108 205
2,5321,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Nuemburg. dioc. indulg. 28 febr. 1402 L 100 202
2,5329,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Razeburg. dioc. indulg. 20 febr. 1391 L 17 144
2,7530,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Misnen. dioc. indulg. 3 febr. 1392 L 25 202
2,7567,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Razeburg. dioc. indulg. 20 febr. 1391 L 12 212
3,228,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,subiect. de indulg. 14 febr. 1414 L 185 278
4,277,febr.,febr.,februarius,no_gold_label,step 1 (rule),"","",no_gold_label,februarius,Biele Trever. dioc. 24 febr. 1424 S 174 260
2,370,fecerunt.,fecerunt.,fecerunt.,no_gold_label,"","","",no_gold_label,fecerunt.,Weringerade inter se divisionem fecerunt. deinde post o. Benedicti
2,916,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,Misnen. dioc. indulg. 13 ian. 1402 L 100 158
2,2477,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,s. Marci Venet. 10 ian. 1399 L 71 123
2,6133,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,Misnen. dioc. indulg. 17 ian. 1402 L 100 260
2,6133,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,Welmenitz d. dioc. 18 ian. 1402 L 104 91
2,6985,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,Zwerin. dioc. indulg. 19 ian. 1399 L 71 57
3,1008,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,dioc. de indulg. 12 ian. 1415 L 185 52
3,1990,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,Stendal Halberstad. dioc. 5 ian. 1415 L 175 45
3,1990,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,dioc. de indulg. 5 ian. 1415 L 185 260
3,1990,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,statut. eccl. d. 5 ian. 1415 L 175 44
3,2188,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,L 153 30 12 ian. 1415 L 185 53
4,1168,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,dioc. de indulg. 20 ian. 1429 S 235 78
4,1307,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,cler. Merseburg. dioc. 30 ian. 1418 S 115 170
4,2980,ian.,ian.,ianuarius,no_gold_label,step 1 (rule),"","",no_gold_label,ianuarius,o. Bamberg. dioc. 25 ian. 1424 S 174 37
6,5322,iudic.,iudic.,iudicium,no_gold_label,step 2 (candidates),no,iudiciaria; iudicium,no_gold_label,iudic.,Frederico marchione Brandenburg. exempt. iudic. ab ep. Halberstad. s.
2,645,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Marie in Portiuncula 5 iul. 1401 L 94 199
2,1596,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,eccl. Misnen. fundatis 24 iul. 1402 L 104 234
2,2495,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Wismer. Razeburg. dioc. 1 iul. 1401 L 89 142
2,5332,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,s. Aug. indulg. 31 iul. 1402 L 104 223
2,7448,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Marie in Portiuncula 7 iul. 1401 L 94 199
2,7568,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Havelberg. dioc. indulg. 25 iul. 1393 L 28 97
2,7601,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,SS. nunc. indulg. 19 iul. 1398 L 52 35
3,556,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,dioc. de indulg. 7 iul. 1413 L 173 205
3,2195,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,dioc. de indulg. 25 iul. 1414 L 185 105
4,277,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Nuemburg. dioc. conserv. 17 iul. 1423 V 358 83
4,277,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,colleg. erecta indulg. 8 iul. 1423 I 112 308
4,277,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,Nuemburg. dioc. ref. 17 iul. 1423 S 169 264
4,2962,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,145 25 v 8 iul. 1420 L 208 222
4,2980,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,pro 4 fam. 25 iul. 1425 S 188 253
4,2980,iul.,iul.,iulius,no_gold_label,step 1 (rule),"","",no_gold_label,iulius,novo ep. Bamberg. 25 iul. 1425 S 188 253
2,6248,iun.,iun.,iunius,no_gold_label,step 2 (candidates),yes,iunior; iunius,no_gold_label,iun.,Marie in Portiuncula 8 iun. 1401 L 88 132
3,535,iun.,iun.,iunius,no_gold_label,step 2 (candidates),yes,iunior; iunius,no_gold_label,iun.,dioc. de indulg. 24 iun. 1410 L 147 162
4,2962,iun.,iun.,iunius,no_gold_label,step 2 (candidates),yes,iunior; iunius,no_gold_label,iun.,dioc. de indulg. 6 iun. 20 S 145 25
4,2980,iun.,iun.,iunius,no_gold_label,step 2 (candidates),yes,iunior; iunius,no_gold_label,iun.,d. F. concessam 23 iun. 1426 L 263 88
2,370,iuri.,iuri.,iuri.,no_gold_label,"","","",no_gold_label,iuri.,se egisse proposuerunt 22 iuri. 97 V 315 248
5,7397,l.,l.,lectio,no_gold_label,step 1 (rule),"","",no_gold_label,lectio,conc. erat dec. Osnaburg. l. b. mai. 1435 T
2,913,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,de non evocando 19 mai. 1390 R 103 procons.
2,913,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,VIII papa fact. 7 mai. 1400 L 79 224
2,916,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,de interd. loc. 7 mai. 1402 R 331 v.
2,5439,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Misnen. dioc. indulg. 17 mai. 1401 L 89 127
2,6177,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,decr. doct. indulg. 7 mai. 1400 L 79 33
2,7276,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,et eccl. Aquileg. 24 mai. 1401 L 94 223
3,1990,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Halberstad. dioc. conserv. 29 mai. 1411 L 159 118
4,1309,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,dioc. de indulg. 24 mai. 1421 S 152 187
4,1318,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Misnen. dioc. indulg. 24 mai. 1421 L 212 260
4,1415,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Zwerin. dioc. indulg. 31 mai. 1418 L 195 112
4,2521,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Misnen. dioc. indulg. 4 mai. 1426 L 263 320
4,2980,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,Langentzeim Herbip. dioc. 29 mai. 1418 S 118 253
4,2980,mai.,mai.,maius,no_gold_label,step 2 (candidates),no,maior; maius,no_gold_label,mai.,ab ipso electo 27 mai. 1418 S 112 118
2,2411,mart.,mart.,mart.,no_gold_label,"","","",no_gold_label,mart.,lic. el. confess. 31 mart. 1401 L 91 211
2,2495,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,Rizebutel d. dioc. 29 mart. 1395 R 163 v.
2,3398,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,Halberstad. dioc. indulg. 20 mart. 1403 L 113 151
2,3412,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,Marci de Venetiis 18 mart. 1401 L 90 79
2,5332,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,s. Marie indulg. 1 mart. 1402 L 100 266
2,6177,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,mon. est fund. 22 mart. 1403 L 109 97
4,2980,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,uxor rem. plen. 17 mart. 1428 L 280 258
4,2980,mart.,mart.,martius,no_gold_label,step 2 (candidates),yes,martir; martius,no_gold_label,mart.,lic. el. confess. 16 mart. 1430 S 254 211
4,2980,n.,n.,non,no_gold_label,step 1 (rule),"","",no_gold_label,non,160 61 v. PK n. 112 114 de erectione
5,1954,n.,n.,non,no_gold_label,step 1 (rule),"","",no_gold_label,non,X p. 666 s n. 391 21 febr. 1433
8,5719,nom.,nom.,nominatio,no_gold_label,step 2 (candidates),yes,nominare; nominatio; nominatus,no_gold_label,nom.,in cur. de indulg. nom. et conf. statutorum 28
2,2411,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,ipsis collocata visitant 22 nov. 1401 L 100 57
2,2495,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,mare Oceanum situato 10 nov. 1390 L 10 191
3,1990,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,statut. super resid. 8 nov. 1414 L 175 171
4,2363,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,dioc. de indulg. 29 nov. 1424 S 182 54
4,2962,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,Gregorii de indulg. 8 nov. 1419 S 134 43
4,2962,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,dioc. de indulg. 8 nov. 1419 S 134 43
4,2980,nov.,nov.,november,no_gold_label,step 1 (rule),"","",no_gold_label,november,in par. eccl. 25 nov. 1423 S 172 62
2,6133,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,et ducatus fact. 14 oct. 1401 L 91 95
2,6177,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,decr. doct. indulg. 28 oct. 1393 L 27 178
2,7829,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,s. Aug. construenda 24 oct. 1405 L 123 272
3,228,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,dioc. de indulg. 22 oct. 1411 L 158 142
3,1629,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,dioc. de indulg. 17 oct. 1411 L 153 29
3,2188,oct.,oct.,october,no_gold_label,step 1 (rule),"","",no_gold_label,october,dioc. de indulg. 17 oct. 11 L 153 30
4,1307,p.,p.,prebende,no_gold_label,step 1 (rule),"","",no_gold_label,prebende,de benef. s. e. p. pro Frederico Clepe presb.
4,1307,p.,p.,prebende,no_gold_label,step 1 (rule),"","",no_gold_label,prebende,de benef. s. e. p. pro Thoma de Tzwickow
5,1954,p.,p.,per,no_gold_label,step 2 (candidates),yes,parvus; per; prebenda; presbiter; purus,no_gold_label,p.,R. I. RTA X p. 666 s n. 391
5,3472,p.,p.,"",no_gold_label,"","","",no_gold_label,p.,de uberiori indulg. s. p. d. S 397 51
4,2980,pres.,pres.,pres.,no_gold_label,"","","",no_gold_label,pres.,de Truhending c. iuribus pres. de conf. privil. conc.
2,913,publ.,publ.,publ.,no_gold_label,"","","",no_gold_label,publ.,Blasii in d. op. publ. constit. Provide attendentes a
4,277,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1424 S 174 260 r.
4,277,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1423 V 358 83 r. capit. eccl. s. Georgii
4,1168,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,r L 286 140 r.
4,1307,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1418 S 115 170 r.
4,1399,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1421 S 158 182 r.
4,1415,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1418 L 195 112 r.
4,2521,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1426 L 263 320 r.
5,678,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1437 S 340 149 r.
5,885,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1435 S 309 203 r. dec. et capit. colleg.
5,1601,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1435 S 303 189 r. par. eccl. b. Marie
5,1954,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1432 S 276 154 r. dux Saxonie et elector
5,1954,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1433 L 321 277 r. et Sigismundus ac Otto
5,3472,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,d. S 397 51 r.
5,6313,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1438 S 349 95 r.
5,6313,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1437 V 367 107 r. eccl. domus op. L.
5,6319,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,r L 402 277 r.
5,6319,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1443 S 388 93 r. fam. d. vicecancellarii ac
5,6338,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,v L 325 114 r.
5,6853,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1436 S 322 71 r. vicarii et beneficiati eccl.
5,7372,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1432 S 280 236 r. magistricivium consules et cives
5,7397,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,1435 T 4 98 r. dec. et capit. eccl.
5,7397,r.,r.,r.,no_gold_label,"","","",no_gold_label,r.,rs L 317 190 r.
